"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"Stark","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STARK",3300773060,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stewartstown","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STEWARTSTOWN",3300773380,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stratford","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STRATFORD",3300774180,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Success","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SUCCESS",3300774500,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Thompson and Meserves Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"THOMPSON AND MESERVES PURCHASE",3300776580,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Wentworths Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"WENTWORTHS LOCATION",3300780740,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Whitefield","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",4,"COOS",33007,"WHITEFIELD",3300784420,"KLOBUCHAR","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"At Gil Ac Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ATKINSON",3301502340,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Beans Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BEANS GRANT",3300704100,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Beans Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BEANS PURCHASE",3300704260,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Berlin","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BERLIN",3300705140,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Cambridge","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CAMBRIDGE",3300708420,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Carroll","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CARROLL",3300710100,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Chandlers Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CHANDLERS PURCHASE",3300711220,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Clarksville","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CLARKSVILLE",3300713220,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Colebrook","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"COLEBROOK",3300713780,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Columbia","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"COLUMBIA",3300713940,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Crawfords Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CRAWFORDS PURCHASE",3300716100,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Cutts Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CUTTS GRANT",3300716660,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dalton","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DALTON",3300716820,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dixs Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DIXS GRANT",3300718340,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dixville","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DIXVILLE",3300718420,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dummer","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DUMMER",3300719300,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Errol","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ERROL",3300725140,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Ervings Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ERVINGS LOCATION",3300725180,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Gorham","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"GORHAM",3300730260,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Greens Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"GREENS GRANT",3300731780,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Hadleys Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"HADLEYS PURCHASE",3300732420,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Jefferson","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"JEFFERSON",3300738820,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Kilkenny","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"KILKENNY",3300739940,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Lancaster","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"LANCASTER",3300740420,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Low Burbanks Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"LOW BURBANKS GRANT",3300743620,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Martins Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"MARTINS LOCATION",3300746020,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Milan","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"MILAN",3300747860,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Millsfield","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"MILLSFIELD",3300748260,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Northumberland","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"NORTHUMBERLAND",3300756100,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Odell","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ODELL",3300757860,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Pinkhams Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"PINKHAMS GRANT",3300761620,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Pittsburg","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"PITTSBURG",3300761780,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Randolph","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"RANDOLPH",3300763860,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Sargents Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SARGENTS PURCHASE",3300767860,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Second College Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SECOND COLLEGE GRANT",3300768500,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Shelburne","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SHELBURNE",3300768980,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stark","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STARK",3300773060,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stewartstown","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1,"COOS",33007,"STEWARTSTOWN",3300773380,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stratford","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STRATFORD",3300774180,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Success","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SUCCESS",3300774500,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Thompson and Meserves Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"THOMPSON AND MESERVES PURCHASE",3300776580,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Wentworths Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"WENTWORTHS LOCATION",3300780740,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Whitefield","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"WHITEFIELD",3300784420,"KOOS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"At Gil Ac Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ATKINSON",3301502340,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Beans Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BEANS GRANT",3300704100,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Beans Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BEANS PURCHASE",3300704260,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Berlin","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BERLIN",3300705140,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Cambridge","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CAMBRIDGE",3300708420,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Carroll","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CARROLL",3300710100,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Chandlers Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CHANDLERS PURCHASE",3300711220,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Clarksville","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CLARKSVILLE",3300713220,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Colebrook","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"COLEBROOK",3300713780,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Columbia","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"COLUMBIA",3300713940,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Crawfords Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CRAWFORDS PURCHASE",3300716100,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Cutts Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CUTTS GRANT",3300716660,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dalton","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DALTON",3300716820,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dixs Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DIXS GRANT",3300718340,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dixville","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DIXVILLE",3300718420,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dummer","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DUMMER",3300719300,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Errol","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ERROL",3300725140,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Ervings Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ERVINGS LOCATION",3300725180,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Gorham","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"GORHAM",3300730260,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Greens Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"GREENS GRANT",3300731780,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Hadleys Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"HADLEYS PURCHASE",3300732420,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Jefferson","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"JEFFERSON",3300738820,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Kilkenny","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"KILKENNY",3300739940,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Lancaster","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"LANCASTER",3300740420,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Low Burbanks Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"LOW BURBANKS GRANT",3300743620,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Martins Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"MARTINS LOCATION",3300746020,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Milan","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"MILAN",3300747860,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Millsfield","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"MILLSFIELD",3300748260,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Northumberland","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"NORTHUMBERLAND",3300756100,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Odell","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ODELL",3300757860,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Pinkhams Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"PINKHAMS GRANT",3300761620,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Pittsburg","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"PITTSBURG",3300761780,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Randolph","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"RANDOLPH",3300763860,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Sargents Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SARGENTS PURCHASE",3300767860,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Second College Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SECOND COLLEGE GRANT",3300768500,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Shelburne","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SHELBURNE",3300768980,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stark","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STARK",3300773060,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stewartstown","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STEWARTSTOWN",3300773380,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Stratford","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"STRATFORD",3300774180,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Success","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"SUCCESS",3300774500,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Thompson and Meserves Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"THOMPSON AND MESERVES PURCHASE",3300776580,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Wentworths Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"WENTWORTHS LOCATION",3300780740,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Whitefield","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"WHITEFIELD",3300784420,"KRAUS","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"At Gil Ac Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ATKINSON",3301502340,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Beans Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BEANS GRANT",3300704100,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Beans Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BEANS PURCHASE",3300704260,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Berlin","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"BERLIN",3300705140,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Cambridge","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CAMBRIDGE",3300708420,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Carroll","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CARROLL",3300710100,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Chandlers Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CHANDLERS PURCHASE",3300711220,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Clarksville","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CLARKSVILLE",3300713220,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Colebrook","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"COLEBROOK",3300713780,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Columbia","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"COLUMBIA",3300713940,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Crawfords Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CRAWFORDS PURCHASE",3300716100,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Cutts Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"CUTTS GRANT",3300716660,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dalton","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DALTON",3300716820,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dixs Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DIXS GRANT",3300718340,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dixville","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DIXVILLE",3300718420,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Dummer","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"DUMMER",3300719300,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Errol","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ERROL",3300725140,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Ervings Location","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"ERVINGS LOCATION",3300725180,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Gorham","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"GORHAM",3300730260,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Greens Grant","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"GREENS GRANT",3300731780,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Hadleys Purchase","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"HADLEYS PURCHASE",3300732420,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Jefferson","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"JEFFERSON",3300738820,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Kilkenny","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"KILKENNY",3300739940,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
"Lancaster","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",0,"COOS",33007,"LANCASTER",3300740420,"KRICHEVSKY","statewide","president",2020,"pri","New Hampshire",FALSE,TRUE,"NH",33,12,4,FALSE
