"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"Brookline","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"HILLSBOROUGH",33011,"BROOKLINE",3301108100,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Deering","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"DEERING",3301117780,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Francestown","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"FRANCESTOWN",3301127140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Goffstown","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"GOFFSTOWN",3301129860,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Greenfield","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"GREENFIELD",3301131540,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Greenville","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"GREENVILLE",3301131940,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Hancock","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"HANCOCK",3301133700,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Hillsborough","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HILLSBOROUGH",33011,"HILLSBOROUGH",3301136180,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Hollis","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"HOLLIS",3301137140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Hudson","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"HUDSON",3301137940,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Litchfield","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"LITCHFIELD",3301142260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Lyndeborough","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"LYNDEBOROUGH",3301144580,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 7","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 8","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 9","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 10","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 11","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Manchester Ward 12","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MANCHESTER",3301145140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Mason","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"MASON",3301146260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Merrimack","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MERRIMACK",3301147540,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Milford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"HILLSBOROUGH",33011,"MILFORD",3301148020,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Mont Vernon","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"MONT VERNON",3301149140,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 7","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 8","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Nashua Ward 9","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NASHUA",3301150260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Boston","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"NEW BOSTON",3301150740,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Ipswich","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"NEW IPSWICH",3301151940,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Pelham","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HILLSBOROUGH",33011,"PELHAM",3301159940,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Peterborough","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HILLSBOROUGH",33011,"PETERBOROUGH",3301160580,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sharon","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"SHARON",3301168820,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Temple","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HILLSBOROUGH",33011,"TEMPLE",3301176260,"JOE SESTAK","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
